,Ano,Sexo,Qde Benefícios Concedidos,Grupo CID,Grupo/Principais Espécies,CID-Índice,CID-Descrição
77045,2015,F,49,Doenças do aparelho respiratório,Auxílio Doença,J35,Doenc Cronicas das Amigdalas e das Adenoi
77046,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença,J36,Abscesso Periamigdaliano
77047,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença,J37,Laringite e Laringotraqueite Cronicas
77048,2015,F,23,Doenças do aparelho respiratório,Auxílio Doença,J38,Doenc das Cordas Vocais e da Laringe Ncop
77049,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença,J39,Outr Doenc das Vias Aereas Super
77050,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença,J40,Bronquite Ne Como Aguda ou Cronica
77051,2015,F,2,Doenças do aparelho respiratório,Auxílio Doença,J41,Bronquite Cronica Simples e a Mucopurulen
77052,2015,F,5,Doenças do aparelho respiratório,Auxílio Doença,J42,Bronquite Cronica Ne
77053,2015,F,10,Doenças do aparelho respiratório,Auxílio Doença,J43,Enfisema
77054,2015,F,64,Doenças do aparelho respiratório,Auxílio Doença,J44,Outr Doenc Pulmonares Obstrutivas Cronica
77055,2015,F,129,Doenças do aparelho respiratório,Auxílio Doença,J45,Asma
77056,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença,J46,Estado de Mal Asmatico
77057,2015,F,18,Doenças do aparelho respiratório,Auxílio Doença,J47,Bronquectasia
77058,2015,F,2,Doenças do aparelho respiratório,Auxílio Doença,J67,Pneumonite Hipersensibilid Dev Poeiras Or
77059,2015,F,11,Doenças do aparelho respiratório,Auxílio Doença,J84,Outr Doenc Pulmonares Intersticiais
77060,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença,J85,Abscesso do Pulmao e do Mediastino
77061,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença,J86,Piotorax
77062,2015,F,5,Doenças do aparelho respiratório,Auxílio Doença,J90,Derrame Pleural Ncop
77063,2015,F,5,Doenças do aparelho respiratório,Auxílio Doença,J91,Derrame Pleural em Afeccoes Cop
77064,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença,J92,Placas Pleurais
77065,2015,F,6,Doenças do aparelho respiratório,Auxílio Doença,J93,Pneumotorax
77066,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença,J94,Outr Afeccoes Pleurais
77067,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença,J95,Afeccoes Respirat Pos-Proced Ncop
77068,2015,F,2,Doenças do aparelho respiratório,Auxílio Doença,J96,Insuf Respirat Ncop
77069,2015,F,6,Doenças do aparelho respiratório,Auxílio Doença,J98,Outr Transt Respirat
78138,2015,M,2,Doenças do aparelho respiratório,Ap Invalidez,J01,Sinusite Aguda
78139,2015,M,2,Doenças do aparelho respiratório,Ap Invalidez,J06,Infecc Agudas Vias Aereas Super Loc Mult
78140,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J10,Influenza Dev Virus Influenza Identificad
78141,2015,M,32,Doenças do aparelho respiratório,Ap Invalidez,J15,Pneumonia Bacter Ncop
78142,2015,M,2,Doenças do aparelho respiratório,Ap Invalidez,J16,Pneumonia Dev Out Microorg Infecc Espec N
78143,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J17,Pneumonia em Doenc Cop
78144,2015,M,27,Doenças do aparelho respiratório,Ap Invalidez,J18,Pneumonia p/Microorg Ne
78145,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J20,Bronquite Aguda
78146,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J21,Bronquiolite Aguda
78147,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J22,Infecc Agudas Ne das Vias Aereas Infer
78148,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J31,Rinite Nasofaringite e Faringite Cronicas
78149,2015,M,2,Doenças do aparelho respiratório,Ap Invalidez,J37,Laringite e Laringotraqueite Cronicas
78150,2015,M,9,Doenças do aparelho respiratório,Ap Invalidez,J38,Doenc das Cordas Vocais e da Laringe Ncop
78151,2015,M,3,Doenças do aparelho respiratório,Ap Invalidez,J39,Outr Doenc das Vias Aereas Super
78152,2015,M,7,Doenças do aparelho respiratório,Ap Invalidez,J40,Bronquite Ne Como Aguda ou Cronica
78153,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J41,Bronquite Cronica Simples e a Mucopurulen
78154,2015,M,12,Doenças do aparelho respiratório,Ap Invalidez,J42,Bronquite Cronica Ne
78155,2015,M,112,Doenças do aparelho respiratório,Ap Invalidez,J43,Enfisema
78156,2015,M,453,Doenças do aparelho respiratório,Ap Invalidez,J44,Outr Doenc Pulmonares Obstrutivas Cronica
78157,2015,M,83,Doenças do aparelho respiratório,Ap Invalidez,J45,Asma
78158,2015,M,3,Doenças do aparelho respiratório,Ap Invalidez,J46,Estado de Mal Asmatico
78159,2015,M,29,Doenças do aparelho respiratório,Ap Invalidez,J47,Bronquectasia
78160,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J61,Pneumoconiose Dev Amianto Outr Fibr Miner
78161,2015,M,19,Doenças do aparelho respiratório,Ap Invalidez,J62,Pneumoconiose Dev Poeira Que Cont Silica
78162,2015,M,2,Doenças do aparelho respiratório,Ap Invalidez,J63,Pneumoconiose Dev Outr Poeiras Inorganica
78163,2015,M,2,Doenças do aparelho respiratório,Ap Invalidez,J64,Pneumoconiose Ne
78164,2015,M,2,Doenças do aparelho respiratório,Ap Invalidez,J67,Pneumonite Hipersensibilid Dev Poeiras Or
78165,2015,M,2,Doenças do aparelho respiratório,Ap Invalidez,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
78166,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J69,Pneumonite Dev Solidos e Liquidos
78167,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J70,Afeccoes Respirat Dev Outr Agentes Extern
78168,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J81,Edema Pulmonar Ne de Outr Form
78169,2015,M,50,Doenças do aparelho respiratório,Ap Invalidez,J84,Outr Doenc Pulmonares Intersticiais
78170,2015,M,4,Doenças do aparelho respiratório,Ap Invalidez,J85,Abscesso do Pulmao e do Mediastino
78171,2015,M,2,Doenças do aparelho respiratório,Ap Invalidez,J86,Piotorax
78172,2015,M,11,Doenças do aparelho respiratório,Ap Invalidez,J90,Derrame Pleural Ncop
78173,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J91,Derrame Pleural em Afeccoes Cop
78174,2015,M,7,Doenças do aparelho respiratório,Ap Invalidez,J93,Pneumotorax
78175,2015,M,4,Doenças do aparelho respiratório,Ap Invalidez,J94,Outr Afeccoes Pleurais
78176,2015,M,3,Doenças do aparelho respiratório,Ap Invalidez,J95,Afeccoes Respirat Pos-Proced Ncop
78177,2015,M,24,Doenças do aparelho respiratório,Ap Invalidez,J96,Insuf Respirat Ncop
78178,2015,M,14,Doenças do aparelho respiratório,Ap Invalidez,J98,Outr Transt Respirat
78179,2015,M,3,Doenças do aparelho respiratório,Ap Invalidez,J99,Transt Respirat em Doenc Cop
78916,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J04,Laringite e Traqueite Agudas
78917,2015,M,2,Doenças do aparelho respiratório,Ap Invalidez,J18,Pneumonia p/Microorg Ne
78918,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J40,Bronquite Ne Como Aguda ou Cronica
78919,2015,M,3,Doenças do aparelho respiratório,Ap Invalidez,J42,Bronquite Cronica Ne
78920,2015,M,14,Doenças do aparelho respiratório,Ap Invalidez,J43,Enfisema
78921,2015,M,66,Doenças do aparelho respiratório,Ap Invalidez,J44,Outr Doenc Pulmonares Obstrutivas Cronica
78922,2015,M,21,Doenças do aparelho respiratório,Ap Invalidez,J45,Asma
78923,2015,M,5,Doenças do aparelho respiratório,Ap Invalidez,J47,Bronquectasia
78924,2015,M,4,Doenças do aparelho respiratório,Ap Invalidez,J62,Pneumoconiose Dev Poeira Que Cont Silica
78925,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J64,Pneumoconiose Ne
78926,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J67,Pneumonite Hipersensibilid Dev Poeiras Or
78927,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
78928,2015,M,4,Doenças do aparelho respiratório,Ap Invalidez,J84,Outr Doenc Pulmonares Intersticiais
78929,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J86,Piotorax
78930,2015,M,1,Doenças do aparelho respiratório,Ap Invalidez,J93,Pneumotorax
78931,2015,M,3,Doenças do aparelho respiratório,Ap Invalidez,J96,Insuf Respirat Ncop
79594,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J11,Influenza Dev Virus nao Identificado
79595,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J12,Pneumonia Viral Ncop
79596,2015,F,16,Doenças do aparelho respiratório,Ap Invalidez,J15,Pneumonia Bacter Ncop
79597,2015,F,3,Doenças do aparelho respiratório,Ap Invalidez,J17,Pneumonia em Doenc Cop
79598,2015,F,7,Doenças do aparelho respiratório,Ap Invalidez,J18,Pneumonia p/Microorg Ne
79599,2015,F,5,Doenças do aparelho respiratório,Ap Invalidez,J20,Bronquite Aguda
79600,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J22,Infecc Agudas Ne das Vias Aereas Infer
79601,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J31,Rinite Nasofaringite e Faringite Cronicas
79602,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J34,Outr Transt do Nariz e dos Seios Paranasa
79603,2015,F,2,Doenças do aparelho respiratório,Ap Invalidez,J37,Laringite e Laringotraqueite Cronicas
79604,2015,F,10,Doenças do aparelho respiratório,Ap Invalidez,J38,Doenc das Cordas Vocais e da Laringe Ncop
79605,2015,F,3,Doenças do aparelho respiratório,Ap Invalidez,J39,Outr Doenc das Vias Aereas Super
79606,2015,F,2,Doenças do aparelho respiratório,Ap Invalidez,J40,Bronquite Ne Como Aguda ou Cronica
79607,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J41,Bronquite Cronica Simples e a Mucopurulen
79608,2015,F,10,Doenças do aparelho respiratório,Ap Invalidez,J42,Bronquite Cronica Ne
79609,2015,F,52,Doenças do aparelho respiratório,Ap Invalidez,J43,Enfisema
79610,2015,F,283,Doenças do aparelho respiratório,Ap Invalidez,J44,Outr Doenc Pulmonares Obstrutivas Cronica
79611,2015,F,158,Doenças do aparelho respiratório,Ap Invalidez,J45,Asma
79612,2015,F,2,Doenças do aparelho respiratório,Ap Invalidez,J46,Estado de Mal Asmatico
79613,2015,F,33,Doenças do aparelho respiratório,Ap Invalidez,J47,Bronquectasia
79614,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J62,Pneumoconiose Dev Poeira Que Cont Silica
79615,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J66,Doenc das Vias Aereas Dev Poeiras Org Esp
79616,2015,F,3,Doenças do aparelho respiratório,Ap Invalidez,J67,Pneumonite Hipersensibilid Dev Poeiras Or
79617,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
79618,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J69,Pneumonite Dev Solidos e Liquidos
79619,2015,F,5,Doenças do aparelho respiratório,Ap Invalidez,J81,Edema Pulmonar Ne de Outr Form
79620,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J82,Eosinofilia Pulmonar Ncop
79621,2015,F,38,Doenças do aparelho respiratório,Ap Invalidez,J84,Outr Doenc Pulmonares Intersticiais
79622,2015,F,2,Doenças do aparelho respiratório,Ap Invalidez,J90,Derrame Pleural Ncop
79623,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J93,Pneumotorax
79624,2015,F,3,Doenças do aparelho respiratório,Ap Invalidez,J95,Afeccoes Respirat Pos-Proced Ncop
79625,2015,F,7,Doenças do aparelho respiratório,Ap Invalidez,J96,Insuf Respirat Ncop
79626,2015,F,5,Doenças do aparelho respiratório,Ap Invalidez,J98,Outr Transt Respirat
80261,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J20,Bronquite Aguda
80262,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J21,Bronquiolite Aguda
80263,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J38,Doenc das Cordas Vocais e da Laringe Ncop
80264,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J41,Bronquite Cronica Simples e a Mucopurulen
80265,2015,F,5,Doenças do aparelho respiratório,Ap Invalidez,J43,Enfisema
80266,2015,F,22,Doenças do aparelho respiratório,Ap Invalidez,J44,Outr Doenc Pulmonares Obstrutivas Cronica
80267,2015,F,22,Doenças do aparelho respiratório,Ap Invalidez,J45,Asma
80268,2015,F,2,Doenças do aparelho respiratório,Ap Invalidez,J46,Estado de Mal Asmatico
80269,2015,F,5,Doenças do aparelho respiratório,Ap Invalidez,J47,Bronquectasia
80270,2015,F,4,Doenças do aparelho respiratório,Ap Invalidez,J84,Outr Doenc Pulmonares Intersticiais
80271,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J85,Abscesso do Pulmao e do Mediastino
80272,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J86,Piotorax
80273,2015,F,1,Doenças do aparelho respiratório,Ap Invalidez,J90,Derrame Pleural Ncop
80274,2015,F,2,Doenças do aparelho respiratório,Ap Invalidez,J96,Insuf Respirat Ncop
80275,2015,F,2,Doenças do aparelho respiratório,Ap Invalidez,J98,Outr Transt Respirat
80686,2015,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J01,Sinusite Aguda
80687,2015,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J04,Laringite e Traqueite Agudas
80688,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J06,Infecc Agudas Vias Aereas Super Loc Mult
80689,2015,M,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J15,Pneumonia Bacter Ncop
80690,2015,M,6,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J18,Pneumonia p/Microorg Ne
80691,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J20,Bronquite Aguda
80692,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J22,Infecc Agudas Ne das Vias Aereas Infer
80693,2015,M,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J30,Rinite Alergica e Vasomotora
80694,2015,M,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J32,Sinusite Cronica
80695,2015,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J34,Outr Transt do Nariz e dos Seios Paranasa
80696,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J36,Abscesso Periamigdaliano
80697,2015,M,5,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J38,Doenc das Cordas Vocais e da Laringe Ncop
80698,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J39,Outr Doenc das Vias Aereas Super
80699,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J42,Bronquite Cronica Ne
80700,2015,M,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J43,Enfisema
80701,2015,M,44,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J44,Outr Doenc Pulmonares Obstrutivas Cronica
80702,2015,M,96,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J45,Asma
80703,2015,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J47,Bronquectasia
80704,2015,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J60,Pneumoconiose dos Mineiros de Carvao
80705,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J61,Pneumoconiose Dev Amianto Outr Fibr Miner
80706,2015,M,47,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J62,Pneumoconiose Dev Poeira Que Cont Silica
80707,2015,M,6,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J63,Pneumoconiose Dev Outr Poeiras Inorganica
80708,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J64,Pneumoconiose Ne
80709,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J65,Pneumoconiose Assoc c/Tuberc
80710,2015,M,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J67,Pneumonite Hipersensibilid Dev Poeiras Or
80711,2015,M,7,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
80712,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J69,Pneumonite Dev Solidos e Liquidos
80713,2015,M,7,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J84,Outr Doenc Pulmonares Intersticiais
80714,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J85,Abscesso do Pulmao e do Mediastino
80715,2015,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J86,Piotorax
80716,2015,M,12,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J90,Derrame Pleural Ncop
80717,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J91,Derrame Pleural em Afeccoes Cop
80718,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J92,Placas Pleurais
80719,2015,M,14,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J93,Pneumotorax
80720,2015,M,13,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J94,Outr Afeccoes Pleurais
80721,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J95,Afeccoes Respirat Pos-Proced Ncop
80722,2015,M,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J96,Insuf Respirat Ncop
81254,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J12,Pneumonia Viral Ncop
81255,2015,M,11,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J44,Outr Doenc Pulmonares Obstrutivas Cronica
81256,2015,M,10,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J45,Asma
81257,2015,M,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J62,Pneumoconiose Dev Poeira Que Cont Silica
81258,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J64,Pneumoconiose Ne
81259,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J67,Pneumonite Hipersensibilid Dev Poeiras Or
81260,2015,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J90,Derrame Pleural Ncop
81261,2015,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J94,Outr Afeccoes Pleurais
81644,2015,F,5,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J04,Laringite e Traqueite Agudas
81645,2015,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J15,Pneumonia Bacter Ncop
81646,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J17,Pneumonia em Doenc Cop
81647,2015,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J18,Pneumonia p/Microorg Ne
81648,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J20,Bronquite Aguda
81649,2015,F,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J30,Rinite Alergica e Vasomotora
81650,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J32,Sinusite Cronica
81651,2015,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J34,Outr Transt do Nariz e dos Seios Paranasa
81652,2015,F,20,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J37,Laringite e Laringotraqueite Cronicas
81653,2015,F,114,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J38,Doenc das Cordas Vocais e da Laringe Ncop
81654,2015,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J40,Bronquite Ne Como Aguda ou Cronica
81655,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J43,Enfisema
81656,2015,F,19,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J44,Outr Doenc Pulmonares Obstrutivas Cronica
81657,2015,F,128,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J45,Asma
81658,2015,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J67,Pneumonite Hipersensibilid Dev Poeiras Or
81659,2015,F,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
81660,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J69,Pneumonite Dev Solidos e Liquidos
81661,2015,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J84,Outr Doenc Pulmonares Intersticiais
81662,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J85,Abscesso do Pulmao e do Mediastino
81663,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J93,Pneumotorax
81664,2015,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J94,Outr Afeccoes Pleurais
82068,2015,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J44,Outr Doenc Pulmonares Obstrutivas Cronica
82069,2015,F,11,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J45,Asma
82070,2015,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J67,Pneumonite Hipersensibilid Dev Poeiras Or
82324,2015,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J40,Bronquite Ne Como Aguda ou Cronica
82325,2015,M,3,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J43,Enfisema
82326,2015,M,29,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J44,Outr Doenc Pulmonares Obstrutivas Cronica
82327,2015,M,10,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J45,Asma
82328,2015,M,37,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J62,Pneumoconiose Dev Poeira Que Cont Silica
82329,2015,M,2,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J63,Pneumoconiose Dev Outr Poeiras Inorganica
82330,2015,M,3,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J64,Pneumoconiose Ne
82331,2015,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J65,Pneumoconiose Assoc c/Tuberc
82332,2015,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J66,Doenc das Vias Aereas Dev Poeiras Org Esp
82333,2015,M,3,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J67,Pneumonite Hipersensibilid Dev Poeiras Or
82334,2015,M,2,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J84,Outr Doenc Pulmonares Intersticiais
82335,2015,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J98,Outr Transt Respirat
82566,2015,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J38,Doenc das Cordas Vocais e da Laringe Ncop
82567,2015,M,4,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J44,Outr Doenc Pulmonares Obstrutivas Cronica
82568,2015,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J47,Bronquectasia
82569,2015,M,3,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J62,Pneumoconiose Dev Poeira Que Cont Silica
82570,2015,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J64,Pneumoconiose Ne
82571,2015,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J67,Pneumonite Hipersensibilid Dev Poeiras Or
82695,2015,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J37,Laringite e Laringotraqueite Cronicas
82696,2015,F,4,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J44,Outr Doenc Pulmonares Obstrutivas Cronica
82697,2015,F,11,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J45,Asma
82698,2015,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J47,Bronquectasia
82814,2015,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J44,Outr Doenc Pulmonares Obstrutivas Cronica
82815,2015,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J45,Asma
83489,2016,M,6,Doenças do aparelho respiratório,Auxílio Doença,J00,Nasofaringite Aguda
83490,2016,M,137,Doenças do aparelho respiratório,Auxílio Doença,J01,Sinusite Aguda
83491,2016,M,7,Doenças do aparelho respiratório,Auxílio Doença,J02,Faringite Aguda
83492,2016,M,49,Doenças do aparelho respiratório,Auxílio Doença,J03,Amigdalite Aguda
83493,2016,M,15,Doenças do aparelho respiratório,Auxílio Doença,J04,Laringite e Traqueite Agudas
83494,2016,M,2,Doenças do aparelho respiratório,Auxílio Doença,J05,Laringite Obstrutiva Aguda e Epiglotite
83495,2016,M,79,Doenças do aparelho respiratório,Auxílio Doença,J06,Infecc Agudas Vias Aereas Super Loc Mult
83496,2016,M,7,Doenças do aparelho respiratório,Auxílio Doença,J09,Influenza [Gripe] Devida a Vírus Identifi
83497,2016,M,36,Doenças do aparelho respiratório,Auxílio Doença,J10,Influenza Dev Virus Influenza Identificad
83498,2016,M,85,Doenças do aparelho respiratório,Auxílio Doença,J11,Influenza Dev Virus nao Identificado
83499,2016,M,57,Doenças do aparelho respiratório,Auxílio Doença,J12,Pneumonia Viral Ncop
83500,2016,M,31,Doenças do aparelho respiratório,Auxílio Doença,J13,Pneumonia Dev Streptococcus Pneumoniae
83501,2016,M,10,Doenças do aparelho respiratório,Auxílio Doença,J14,Pneumonia Dev Haemophilus Infuenzae
83502,2016,M,1439,Doenças do aparelho respiratório,Auxílio Doença,J15,Pneumonia Bacter Ncop
83503,2016,M,66,Doenças do aparelho respiratório,Auxílio Doença,J16,Pneumonia Dev Out Microorg Infecc Espec N
83504,2016,M,51,Doenças do aparelho respiratório,Auxílio Doença,J17,Pneumonia em Doenc Cop
83505,2016,M,1268,Doenças do aparelho respiratório,Auxílio Doença,J18,Pneumonia p/Microorg Ne
83506,2016,M,68,Doenças do aparelho respiratório,Auxílio Doença,J20,Bronquite Aguda
83507,2016,M,9,Doenças do aparelho respiratório,Auxílio Doença,J21,Bronquiolite Aguda
83508,2016,M,49,Doenças do aparelho respiratório,Auxílio Doença,J22,Infecc Agudas Ne das Vias Aereas Infer
83509,2016,M,52,Doenças do aparelho respiratório,Auxílio Doença,J30,Rinite Alergica e Vasomotora
83510,2016,M,22,Doenças do aparelho respiratório,Auxílio Doença,J31,Rinite Nasofaringite e Faringite Cronicas
83511,2016,M,279,Doenças do aparelho respiratório,Auxílio Doença,J32,Sinusite Cronica
83512,2016,M,83,Doenças do aparelho respiratório,Auxílio Doença,J33,Polipo Nasal
83513,2016,M,1054,Doenças do aparelho respiratório,Auxílio Doença,J34,Outr Transt do Nariz e dos Seios Paranasa
83514,2016,M,248,Doenças do aparelho respiratório,Auxílio Doença,J35,Doenc Cronicas das Amigdalas e das Adenoi
83515,2016,M,25,Doenças do aparelho respiratório,Auxílio Doença,J36,Abscesso Periamigdaliano
83516,2016,M,24,Doenças do aparelho respiratório,Auxílio Doença,J37,Laringite e Laringotraqueite Cronicas
83517,2016,M,153,Doenças do aparelho respiratório,Auxílio Doença,J38,Doenc das Cordas Vocais e da Laringe Ncop
83518,2016,M,51,Doenças do aparelho respiratório,Auxílio Doença,J39,Outr Doenc das Vias Aereas Super
83519,2016,M,44,Doenças do aparelho respiratório,Auxílio Doença,J40,Bronquite Ne Como Aguda ou Cronica
